Invoice_Id,Branch,City,Category,Unit_Price,Quantity,Date,Time,Payment_Method,Rating,Profit_Margin
888,XF001,Houston,Electronic accessories,$73.47,10,23-03-2019,13:14:00,Ewallet,9.5,0.36
889,XF093,Angleton,Fashion accessories,$12.19,8,13-03-2019,12:47:00,Ewallet,6.8,0.33
890,XF025,Waco,Sports and travel,$76.92,10,17-03-2019,19:53:00,Ewallet,5.6,0.48
891,XF092,Lake Jackson,Health and beauty,$83.66,5,21-02-2019,10:26:00,Cash,7.2,0.33
892,XF059,Pflugerville,Electronic accessories,$57.91,8,07-02-2019,15:06:00,Cash,8.1,0.33
893,XF015,Grand Prairie,Fashion accessories,$92.49,5,02-03-2019,16:35:00,Credit card,8.6,0.48
894,XF063,Georgetown,Electronic accessories,$28.38,5,06-03-2019,20:57:00,Cash,9.4,0.33
895,XF075,San Marcos,Electronic accessories,$50.45,6,06-02-2019,15:16:00,Credit card,8.9,0.33
896,XF051,New Braunfels,Health and beauty,$99.16,8,28-01-2019,17:47:00,Credit card,4.2,0.48
897,XF060,DeSoto,Fashion accessories,$60.74,7,18-01-2019,16:23:00,Ewallet,5,0.33
898,XF039,Longview,Food and beverages,$47.27,6,05-02-2019,10:17:00,Cash,8.8,0.48
899,XF008,Corpus Christi,Health and beauty,$85.6,7,02-03-2019,13:50:00,Cash,5.3,0.48
900,XF083,Farmers Branch,Food and beverages,$35.04,9,09-02-2019,19:17:00,Ewallet,4.6,0.33
901,XF039,Longview,Electronic accessories,$44.84,9,14-01-2019,14:00:00,Credit card,7.5,0.48
902,XF099,Weatherford,Home and lifestyle,$45.97,4,09-02-2019,12:02:00,Ewallet,5.1,0.18
903,XF011,Lubbock,Health and beauty,$27.73,5,26-03-2019,20:21:00,Credit card,4.2,0.48
904,XF052,Mansfield,Food and beverages,$11.53,7,28-01-2019,17:35:00,Cash,8.1,0.57
905,XF012,Garland,Health and beauty,$58.32,2,14-02-2019,12:42:00,Ewallet,6,0.48
906,XF070,Hurst,Home and lifestyle,$78.38,4,24-03-2019,17:56:00,Cash,7.9,0.33
907,XF064,Bedford,Health and beauty,$84.61,10,09-02-2019,18:58:00,Credit card,8.8,0.33
908,XF075,San Marcos,Health and beauty,$82.88,5,24-03-2019,14:08:00,Credit card,6.6,0.33
909,XF021,McAllen,Food and beverages,$79.54,2,27-03-2019,16:30:00,Ewallet,6.2,0.48
910,XF009,Plano,Home and lifestyle,$49.01,10,27-01-2019,10:44:00,Credit card,4.2,0.48
911,XF063,Georgetown,Food and beverages,$29.15,3,27-03-2019,20:29:00,Credit card,7.3,0.33
912,XF002,Dallas,Electronic accessories,$56.13,4,19-01-2019,11:43:00,Ewallet,8.6,0.36
913,XF063,Georgetown,Home and lifestyle,$93.12,8,07-02-2019,10:09:00,Cash,6.8,0.33
914,XF034,College Station,Fashion accessories,$51.34,8,31-01-2019,10:00:00,Ewallet,7.6,0.48
915,XF005,Fort Worth,Food and beverages,$99.6,3,25-02-2019,18:45:00,Cash,5.8,0.48
916,XF028,Odessa,Electronic accessories,$35.49,6,02-02-2019,12:40:00,Cash,4.1,0.48
917,XF001,Houston,Sports and travel,$42.85,1,14-03-2019,15:36:00,Credit card,9.3,0.36
918,XF027,Abilene,Fashion accessories,$94.67,4,11-03-2019,12:04:00,Cash,6.8,0.48
919,XF057,Euless,Home and lifestyle,$68.97,3,22-02-2019,11:26:00,Ewallet,8.7,0.33
920,XF069,Rockwall,Electronic accessories,$26.26,3,02-03-2019,12:36:00,Ewallet,6.3,0.33
921,XF092,Lake Jackson,Home and lifestyle,$35.79,9,10-03-2019,15:06:00,Credit card,5.1,0.33
922,XF077,Coppell,Home and lifestyle,$16.37,6,08-02-2019,10:58:00,Cash,7,0.33
923,XF058,Port Arthur,Home and lifestyle,$12.73,2,22-02-2019,12:10:00,Credit card,5.2,0.33
924,XF068,Burleson,Sports and travel,$83.14,7,10-01-2019,10:31:00,Credit card,6.6,0.33
925,XF087,Waxahachie,Sports and travel,$35.22,6,14-03-2019,13:49:00,Ewallet,6.5,0.33
926,XF002,Dallas,Electronic accessories,$13.78,4,10-01-2019,11:10:00,Ewallet,9,0.36
927,XF055,Waxahachie,Sports and travel,$88.31,1,15-02-2019,17:38:00,Credit card,5.2,0.33
928,XF071,Lufkin,Health and beauty,$39.62,9,13-01-2019,17:54:00,Credit card,6.8,0.33
929,XF054,Sherman,Electronic accessories,$88.25,9,15-02-2019,20:51:00,Credit card,7.6,0.33
930,XF024,Carrollton,Sports and travel,$25.31,2,02-03-2019,19:26:00,Ewallet,7.2,0.48
931,XF062,Galveston,Home and lifestyle,$99.92,6,24-03-2019,13:33:00,Ewallet,7.1,0.33
932,XF043,Baytown,Fashion accessories,$83.35,2,02-02-2019,14:05:00,Credit card,9.5,0.48
933,XF038,Sugar Land,Food and beverages,$74.44,10,27-02-2019,11:40:00,Ewallet,5.1,0.48
934,XF013,Irving,Health and beauty,$64.08,7,20-01-2019,12:27:00,Ewallet,7.6,0.48
935,XF006,El Paso,Home and lifestyle,$63.15,6,03-01-2019,20:24:00,Ewallet,9.8,0.48
936,XF099,Weatherford,Home and lifestyle,$85.72,3,24-01-2019,20:59:00,Ewallet,5.1,0.18
937,XF081,Friendswood,Health and beauty,$78.89,7,05-01-2019,19:48:00,Ewallet,7.5,0.33
938,XF049,North Richland Hills,Sports and travel,$89.48,5,30-03-2019,10:18:00,Cash,7.4,0.48
939,XF088,Cleburne,Health and beauty,$92.09,3,17-02-2019,16:27:00,Cash,4.2,0.33
940,XF067,Haltom City,Food and beverages,$57.29,6,21-03-2019,17:04:00,Ewallet,5.9,0.33
941,XF093,Angleton,Food and beverages,$66.52,4,02-03-2019,18:14:00,Ewallet,6.9,0.33
942,XF095,Big Spring,Fashion accessories,$99.82,9,27-03-2019,10:43:00,Cash,6.6,0.33
943,XF082,Weslaco,Home and lifestyle,$45.68,10,19-01-2019,19:30:00,Cash,5.7,0.33
944,XF025,Waco,Health and beauty,$50.79,5,19-02-2019,14:53:00,Credit card,5.3,0.48
945,XF058,Port Arthur,Health and beauty,$10.08,7,28-03-2019,20:14:00,Cash,4.2,0.33
946,XF097,Alice,Electronic accessories,$93.88,7,05-01-2019,11:51:00,Credit card,7.3,0.18
947,XF007,Arlington,Electronic accessories,$84.25,2,26-03-2019,14:13:00,Credit card,5.3,0.48
948,XF009,Plano,Fashion accessories,$53.78,1,03-02-2019,20:13:00,Ewallet,4.7,0.48
949,XF044,Pharr,Home and lifestyle,$35.81,5,06-02-2019,18:44:00,Ewallet,7.9,0.48
950,XF020,Killeen,Food and beverages,$26.43,8,24-02-2019,14:26:00,Ewallet,8.9,0.48
951,XF081,Friendswood,Health and beauty,$39.91,3,21-02-2019,12:40:00,Ewallet,9.3,0.33
952,XF039,Longview,Home and lifestyle,$21.9,3,09-01-2019,18:43:00,Ewallet,4.7,0.48
953,XF005,Fort Worth,Food and beverages,$62.85,4,25-02-2019,13:22:00,Ewallet,8.7,0.48
954,XF066,Grapevine,Food and beverages,$21.04,4,13-01-2019,13:58:00,Cash,7.6,0.33
955,XF071,Lufkin,Home and lifestyle,$65.91,6,09-02-2019,11:45:00,Cash,5.7,0.33
956,XF077,Coppell,Fashion accessories,$42.57,7,06-01-2019,11:51:00,Cash,6.8,0.33
957,XF042,Bryan,Food and beverages,$50.49,9,10-01-2019,17:16:00,Cash,5.4,0.48
958,XF086,Rosenberg,Electronic accessories,$46.02,6,07-02-2019,15:55:00,Cash,7.1,0.33
959,XF093,Angleton,Home and lifestyle,$15.8,10,09-01-2019,12:07:00,Cash,7.8,0.33
960,XF025,Waco,Food and beverages,$98.66,9,19-02-2019,15:07:00,Cash,8.4,0.48
961,XF013,Irving,Fashion accessories,$91.98,1,18-03-2019,15:29:00,Cash,9.8,0.48
962,XF022,Mesquite,Electronic accessories,$20.89,2,05-02-2019,18:45:00,Cash,9.8,0.48
963,XF062,Galveston,Fashion accessories,$15.5,1,19-03-2019,15:23:00,Credit card,7.4,0.33
964,XF087,Waxahachie,Electronic accessories,$96.82,3,30-03-2019,20:37:00,Cash,6.7,0.33
965,XF091,Little Elm,Food and beverages,$33.33,2,26-01-2019,14:41:00,Credit card,6.4,0.33
966,XF031,Lewisville,Electronic accessories,$38.27,2,02-03-2019,18:18:00,Credit card,5.8,0.48
967,XF055,Waxahachie,Home and lifestyle,$33.3,9,04-03-2019,15:27:00,Ewallet,7.2,0.33
968,XF049,North Richland Hills,Home and lifestyle,$81.01,3,13-01-2019,12:55:00,Credit card,9.3,0.48
969,XF012,Garland,Health and beauty,$15.8,3,25-03-2019,18:02:00,Cash,9.5,0.48
970,XF026,Denton,Electronic accessories,$34.49,5,11-03-2019,19:44:00,Credit card,9,0.48
971,XF096,Eagle Pass,Food and beverages,$84.63,10,01-01-2019,11:36:00,Credit card,9,0.18
972,XF029,Round Rock,Home and lifestyle,$36.91,7,10-02-2019,13:51:00,Ewallet,6.7,0.48
973,XF004,Austin,Electronic accessories,$87.08,7,26-01-2019,15:17:00,Cash,5.5,0.48
974,XF007,Arlington,Home and lifestyle,$80.08,3,11-02-2019,15:29:00,Cash,5.4,0.48
975,XF028,Odessa,Fashion accessories,$86.13,2,07-02-2019,17:59:00,Cash,8.2,0.48
976,XF058,Port Arthur,Fashion accessories,$49.92,2,06-03-2019,11:55:00,Credit card,7,0.33
977,XF081,Friendswood,Food and beverages,$74.66,4,04-03-2019,10:39:00,Cash,8.5,0.33
978,XF091,Little Elm,Food and beverages,$26.6,6,26-02-2019,15:10:00,Ewallet,4.9,0.33
979,XF093,Angleton,Electronic accessories,$25.45,1,10-03-2019,18:10:00,Credit card,5.1,0.33
980,XF034,College Station,Food and beverages,$67.77,1,04-02-2019,20:43:00,Credit card,6.5,0.48
981,XF072,Lancaster,Food and beverages,$59.59,4,19-01-2019,12:46:00,Cash,9.8,0.33
982,XF023,Midland,Health and beauty,$58.15,4,23-01-2019,17:44:00,Cash,8.4,0.48
983,XF020,Killeen,Sports and travel,$97.48,9,14-03-2019,14:19:00,Ewallet,7.4,0.48
984,XF065,Texas City,Health and beauty,$99.96,7,23-01-2019,10:33:00,Cash,6.1,0.33
985,XF083,Farmers Branch,Electronic accessories,$96.37,7,09-01-2019,11:40:00,Cash,6,0.33
986,XF025,Waco,Fashion accessories,$63.71,5,07-02-2019,19:30:00,Ewallet,8.5,0.48
987,XF074,Weslaco,Health and beauty,$14.76,2,18-02-2019,14:42:00,Cash,4.3,0.33
988,XF036,Allen,Health and beauty,$62,8,03-01-2019,19:08:00,Credit card,6.2,0.48
989,XF015,Grand Prairie,Electronic accessories,$82.34,10,29-03-2019,19:12:00,Ewallet,4.3,0.48
990,XF095,Big Spring,Health and beauty,$75.37,8,28-01-2019,15:46:00,Credit card,8.4,0.33
991,XF057,Euless,Food and beverages,$56.56,5,22-03-2019,19:06:00,Credit card,4.5,0.33
992,XF001,Houston,Sports and travel,$76.6,10,24-01-2019,18:10:00,Ewallet,6,0.36
993,XF087,Waxahachie,Electronic accessories,$58.03,2,10-03-2019,20:46:00,Ewallet,8.8,0.33
994,XF042,Bryan,Fashion accessories,$17.49,10,22-02-2019,18:35:00,Ewallet,6.6,0.48
995,XF047,Flower Mound,Electronic accessories,$60.95,1,18-02-2019,11:40:00,Ewallet,5.9,0.48
996,XF012,Garland,Health and beauty,$40.35,1,29-01-2019,13:46:00,Ewallet,6.2,0.48
997,XF005,Fort Worth,Home and lifestyle,$97.38,10,02-03-2019,17:16:00,Ewallet,4.4,0.48
998,XF041,Mission,Food and beverages,$31.84,1,09-02-2019,13:22:00,Ewallet,7.7,0.48
999,XF095,Big Spring,Home and lifestyle,$65.82,1,22-02-2019,15:33:00,Cash,4.1,0.33
1000,XF025,Waco,Fashion accessories,$88.34,7,18-02-2019,13:28:00,Cash,6.6,0.48
1001,XF012,Garland,Home and lifestyle,$55,2,09-10-2022,15:46:00,Ewallet,6,0.48
1002,XF013,Irving,Fashion accessories,$53,2,06-04-2020,10:09:00,Ewallet,8,0.48
1003,XF090,Brownwood,Home and lifestyle,$66,2,04-08-2020,13:23:00,Ewallet,7,0.33
1004,XF031,Lewisville,Fashion accessories,$36,1,18-10-2022,19:24:00,Ewallet,7,0.48
1005,XF003,San Antonio,Home and lifestyle,$50,3,30-10-2023,19:04:00,Ewallet,7,0.36
1006,XF068,Burleson,Fashion accessories,$75,1,17-06-2021,08:53:00,Ewallet,9,0.33
1007,XF005,Fort Worth,Home and lifestyle,$39,3,11-01-2022,08:42:00,Ewallet,5,0.48
1008,XF052,Mansfield,Fashion accessories,$56,2,27-04-2022,20:48:00,Ewallet,6,0.57
1009,XF006,El Paso,Home and lifestyle,$33,2,18-07-2020,21:42:00,Ewallet,5,0.48
1010,XF038,Sugar Land,Fashion accessories,$32,3,22-05-2022,12:43:00,Ewallet,4,0.48
1011,XF010,Laredo,Home and lifestyle,$30,3,10-03-2021,18:19:00,Ewallet,7,0.48
1012,XF018,Frisco,Fashion accessories,$31,3,24-12-2020,09:52:00,Ewallet,6,0.48
1013,XF061,Cedar Park,Home and lifestyle,$71,3,18-03-2022,21:50:00,Ewallet,5,0.33
1014,XF053,Conroe,Fashion accessories,$22,1,15-12-2020,07:27:00,Ewallet,4,0.57
1015,XF081,Friendswood,Home and lifestyle,$30,3,08-08-2021,19:23:00,Ewallet,5,0.33
1016,XF064,Bedford,Fashion accessories,$45,3,06-08-2022,12:33:00,Ewallet,8,0.33
1017,XF001,Houston,Home and lifestyle,$41,2,22-02-2020,16:18:00,Ewallet,6,0.36
1018,XF042,Bryan,Fashion accessories,$16,3,01-01-2023,11:32:00,Ewallet,6,0.48
1019,XF072,Lancaster,Home and lifestyle,$36,3,12-06-2023,12:54:00,Ewallet,4,0.33
1020,XF096,Eagle Pass,Fashion accessories,$47,1,30-11-2022,06:21:00,Ewallet,8,0.18
1021,XF099,Weatherford,Home and lifestyle,$84,3,17-06-2023,07:13:00,Ewallet,9,0.18
1022,XF054,Sherman,Fashion accessories,$31,2,03-09-2020,11:49:00,Ewallet,5,0.21
1023,XF040,Edinburg,Home and lifestyle,$32,2,22-09-2020,22:47:00,Ewallet,8,0.48
1024,XF099,Weatherford,Fashion accessories,$68,3,02-02-2021,19:01:00,Ewallet,6,0.18
1025,XF030,Richardson,Home and lifestyle,$67,2,21-09-2022,18:26:00,Ewallet,4,0.48
1026,XF056,Rowlett,Fashion accessories,$30,2,29-01-2022,18:53:00,Ewallet,7,0.33
1027,XF091,Little Elm,Home and lifestyle,$83,3,28-09-2023,11:26:00,Ewallet,8,0.33
1028,XF031,Lewisville,Fashion accessories,$25,1,08-04-2023,16:15:00,Ewallet,5,0.48
1029,XF016,Brownsville,Home and lifestyle,$25,3,09-02-2020,13:07:00,Ewallet,7,0.48
1030,XF012,Garland,Fashion accessories,$19,1,30-03-2021,17:25:00,Ewallet,9,0.48
1031,XF013,Irving,Home and lifestyle,$20,3,19-09-2022,17:55:00,Ewallet,6,0.48
1032,XF064,Bedford,Fashion accessories,$78,3,08-05-2020,14:49:00,Ewallet,8,0.33
1033,XF088,Cleburne,Home and lifestyle,$28,1,10-11-2021,08:07:00,Ewallet,8,0.33
1034,XF099,Weatherford,Fashion accessories,$36,3,17-12-2020,16:19:00,Ewallet,7,0.18
1035,XF044,Pharr,Home and lifestyle,$21,3,03-05-2023,07:32:00,Ewallet,6,0.48
1036,XF064,Bedford,Fashion accessories,$70,3,13-03-2022,12:01:00,Ewallet,5,0.33
1037,XF083,Farmers Branch,Home and lifestyle,$27,3,21-03-2020,12:01:00,Ewallet,5,0.33
1038,XF024,Carrollton,Fashion accessories,$30,1,11-08-2021,08:24:00,Ewallet,9,0.48
1039,XF040,Edinburg,Home and lifestyle,$34,3,02-12-2022,18:25:00,Ewallet,7,0.48
1040,XF022,Mesquite,Fashion accessories,$85,2,06-08-2021,12:08:00,Ewallet,7,0.48
1041,XF014,Amarillo,Home and lifestyle,$29,1,16-01-2021,22:05:00,Ewallet,4,0.48
1042,XF082,Weslaco,Fashion accessories,$75,2,09-07-2022,14:35:00,Cash,5,0.33
1043,XF051,New Braunfels,Home and lifestyle,$79,3,31-05-2022,21:01:00,Ewallet,9,0.48
1044,XF083,Farmers Branch,Fashion accessories,$59,2,28-11-2023,08:24:00,Ewallet,5,0.33
1045,XF024,Carrollton,Home and lifestyle,$39,1,19-04-2021,19:11:00,Ewallet,5,0.48
1046,XF095,Big Spring,Fashion accessories,$28,2,06-07-2023,13:53:00,Ewallet,7,0.33
1047,XF090,Brownwood,Home and lifestyle,$55,1,30-01-2023,20:20:00,Ewallet,5,0.33
1048,XF079,La Porte,Fashion accessories,$43,2,28-09-2022,11:11:00,Ewallet,7,0.33
1049,XF074,Weslaco,Home and lifestyle,$75,1,05-04-2021,12:15:00,Cash,8,0.33
1050,XF082,Weslaco,Fashion accessories,$29,2,20-11-2020,14:16:00,Cash,4,0.33
1051,XF027,Abilene,Home and lifestyle,$49,1,15-11-2023,20:27:00,Ewallet,6,0.48
1052,XF082,Weslaco,Fashion accessories,$29,3,06-05-2020,18:51:00,Cash,4,0.33
1053,XF022,Mesquite,Home and lifestyle,$42,2,02-09-2022,15:40:00,Ewallet,8,0.48
1054,XF012,Garland,Fashion accessories,$68,2,08-09-2023,07:16:00,Ewallet,7,0.48
1055,XF025,Waco,Home and lifestyle,$53,1,04-04-2023,18:56:00,Ewallet,4,0.48
1056,XF094,Alamo,Fashion accessories,$58,1,01-03-2022,17:20:00,Ewallet,6,0.33
1057,XF035,San Angelo,Home and lifestyle,$44,3,01-11-2023,22:50:00,Ewallet,6,0.48
1058,XF100,Canyon,Fashion accessories,$40,3,24-11-2022,08:26:00,Ewallet,8,0.18
1059,XF072,Lancaster,Home and lifestyle,$62,1,19-04-2021,17:37:00,Ewallet,5,0.33
1060,XF058,Port Arthur,Fashion accessories,$33,3,20-07-2022,20:10:00,Ewallet,7,0.33
1061,XF038,Sugar Land,Home and lifestyle,$29,1,28-04-2022,15:18:00,Ewallet,4,0.48
1062,XF037,League City,Fashion accessories,$67,3,02-03-2022,17:36:00,Ewallet,6,0.48
1063,XF090,Brownwood,Home and lifestyle,$21,2,04-04-2021,15:03:00,Ewallet,6,0.33
1064,XF037,League City,Fashion accessories,$61,1,16-07-2023,13:28:00,Ewallet,7,0.48
1065,XF068,Burleson,Home and lifestyle,$64,3,09-10-2021,19:17:00,Ewallet,6,0.33
1066,XF096,Eagle Pass,Fashion accessories,$16,2,28-10-2022,14:13:00,Ewallet,7,0.18
1067,XF090,Brownwood,Home and lifestyle,$23,2,26-12-2022,16:40:00,Ewallet,6,0.33
1068,XF025,Waco,Fashion accessories,$54,1,09-06-2020,18:29:00,Ewallet,8,0.48
1069,XF060,DeSoto,Home and lifestyle,$78,3,05-03-2023,18:35:00,Ewallet,7,0.33
1070,XF086,Rosenberg,Fashion accessories,$50,1,14-08-2021,17:08:00,Ewallet,4,0.33
1071,XF031,Lewisville,Home and lifestyle,$66,2,08-06-2020,13:26:00,Ewallet,6,0.48
1072,XF050,Victoria,Fashion accessories,$71,1,22-05-2020,16:07:00,Ewallet,4,0.48
1073,XF096,Eagle Pass,Home and lifestyle,$36,2,21-08-2023,11:06:00,Ewallet,5,0.33
1074,XF065,Texas City,Fashion accessories,$67,3,07-11-2022,15:36:00,Ewallet,4,0.33
1075,XF057,Euless,Home and lifestyle,$34,2,23-02-2020,20:46:00,Ewallet,8,0.33
1076,XF001,Houston,Fashion accessories,$27,1,15-07-2021,14:11:00,Ewallet,8,0.36
1077,XF046,Temple,Home and lifestyle,$61,1,24-08-2023,18:10:00,Ewallet,7,0.48
1078,XF058,Port Arthur,Fashion accessories,$75,3,05-01-2020,11:52:00,Ewallet,8,0.33
1079,XF075,San Marcos,Home and lifestyle,$59,1,26-03-2020,09:06:00,Ewallet,7,0.33
1080,XF063,Georgetown,Fashion accessories,$62,3,02-05-2022,06:28:00,Ewallet,5,0.33
1081,XF044,Pharr,Home and lifestyle,$82,3,04-05-2020,20:40:00,Ewallet,5,0.48
1082,XF030,Richardson,Fashion accessories,$83,1,06-07-2022,18:03:00,Ewallet,7,0.48
1083,XF052,Mansfield,Home and lifestyle,$54,2,25-07-2023,13:13:00,Ewallet,7,0.57
1084,XF048,Harlingen,Fashion accessories,$57,1,17-08-2021,09:21:00,Ewallet,6,0.48
1085,XF049,North Richland Hills,Home and lifestyle,$32,2,06-05-2022,08:02:00,Ewallet,7,0.48
1086,XF025,Waco,Fashion accessories,$17,1,10-03-2020,11:01:00,Ewallet,9,0.48
1087,XF001,Houston,Home and lifestyle,$76,2,02-11-2022,12:25:00,Ewallet,9,0.36
1088,XF076,Huntsville,Fashion accessories,$59,1,07-07-2022,21:39:00,Ewallet,5,0.33
1089,XF083,Farmers Branch,Home and lifestyle,$33,3,28-05-2021,13:05:00,Ewallet,6,0.33
1090,XF090,Brownwood,Fashion accessories,$41,1,04-03-2023,20:24:00,Ewallet,9,0.33
1091,XF067,Haltom City,Home and lifestyle,$21,3,12-08-2023,19:45:00,Ewallet,8,0.33
1092,XF003,San Antonio,Fashion accessories,$26,3,07-09-2020,13:42:00,Ewallet,6,0.48
1093,XF049,North Richland Hills,Home and lifestyle,$52,1,21-09-2022,08:24:00,Ewallet,4,0.48
1094,XF079,La Porte,Fashion accessories,$16,1,24-10-2022,18:57:00,Ewallet,9,0.33
1095,XF010,Laredo,Home and lifestyle,$34,1,23-09-2021,07:31:00,Ewallet,6,0.48
1096,XF091,Little Elm,Fashion accessories,$17,1,05-02-2023,07:31:00,Ewallet,8,0.33
1097,XF090,Brownwood,Home and lifestyle,$51,2,23-01-2021,06:49:00,Ewallet,6,0.33
1098,XF086,Rosenberg,Fashion accessories,$69,2,01-05-2023,15:48:00,Ewallet,9,0.33
1099,XF086,Rosenberg,Home and lifestyle,$44,2,21-02-2020,14:36:00,Ewallet,4,0.33
1100,XF047,Flower Mound,Fashion accessories,$49,3,19-04-2020,14:03:00,Ewallet,9,0.48
1101,XF070,Hurst,Home and lifestyle,$26,1,03-03-2022,11:49:00,Ewallet,7,0.33
1102,XF071,Lufkin,Fashion accessories,$63,1,13-04-2023,08:31:00,Ewallet,5,0.33
1103,XF023,Midland,Home and lifestyle,$84,3,28-08-2020,15:35:00,Ewallet,6,0.48
1104,XF031,Lewisville,Fashion accessories,$68,3,18-02-2021,18:47:00,Ewallet,9,0.48
1105,XF078,Del Rio,Home and lifestyle,$27,2,16-10-2021,14:30:00,Ewallet,5,0.33
1106,XF086,Rosenberg,Fashion accessories,$66,3,01-03-2022,15:58:00,Ewallet,7,0.33
1107,XF055,Waxahachie,Home and lifestyle,$73,1,03-04-2020,08:52:00,Ewallet,9,0.33
1108,XF081,Friendswood,Fashion accessories,$47,2,23-02-2022,15:50:00,Ewallet,4,0.33
1109,XF040,Edinburg,Home and lifestyle,$80,1,14-07-2020,07:38:00,Ewallet,9,0.48
1110,XF069,Rockwall,Fashion accessories,$52,1,22-04-2021,12:44:00,Ewallet,7,0.33
1111,XF021,McAllen,Home and lifestyle,$15,3,18-09-2021,22:20:00,Ewallet,4,0.48
1112,XF012,Garland,Fashion accessories,$77,2,01-08-2021,12:07:00,Ewallet,9,0.48
1113,XF091,Little Elm,Home and lifestyle,$71,2,18-04-2023,10:04:00,Ewallet,7,0.33
1114,XF098,Mineral Wells,Fashion accessories,$45,2,07-02-2022,20:13:00,Ewallet,4,0.18
1115,XF009,Plano,Home and lifestyle,$78,3,21-07-2020,22:33:00,Ewallet,9,0.48
1116,XF075,San Marcos,Fashion accessories,$55,3,22-01-2021,12:01:00,Ewallet,5,0.33
1117,XF043,Baytown,Home and lifestyle,$52,2,01-11-2020,17:33:00,Ewallet,6,0.48
1118,XF055,Waxahachie,Fashion accessories,$31,3,17-06-2021,22:42:00,Ewallet,6,0.33
1119,XF038,Sugar Land,Home and lifestyle,$64,3,04-08-2023,20:17:00,Ewallet,6,0.48
1120,XF068,Burleson,Fashion accessories,$48,2,28-02-2022,22:55:00,Ewallet,4,0.33
1121,XF060,DeSoto,Home and lifestyle,$80,3,06-11-2023,19:21:00,Ewallet,5,0.33
1122,XF011,Lubbock,Fashion accessories,$75,1,09-01-2023,13:45:00,Ewallet,6,0.48
1123,XF087,Waxahachie,Home and lifestyle,$77,1,09-12-2021,06:39:00,Ewallet,4,0.33
1124,XF031,Lewisville,Fashion accessories,$42,3,06-10-2023,13:15:00,Ewallet,6,0.48
1125,XF058,Port Arthur,Home and lifestyle,$66,1,13-03-2023,21:46:00,Ewallet,6,0.33
1126,XF090,Brownwood,Fashion accessories,$15,2,03-03-2020,19:52:00,Ewallet,5,0.33
1127,XF049,North Richland Hills,Home and lifestyle,$44,2,17-05-2022,18:32:00,Ewallet,5,0.48
1128,XF063,Georgetown,Fashion accessories,$38,3,22-07-2021,14:04:00,Ewallet,6,0.33
1129,XF072,Lancaster,Home and lifestyle,$63,2,27-01-2023,19:40:00,Ewallet,4,0.33
1130,XF005,Fort Worth,Fashion accessories,$17,1,19-11-2021,21:26:00,Ewallet,9,0.48
1131,XF025,Waco,Home and lifestyle,$58,2,10-11-2021,13:50:00,Ewallet,5,0.48
1132,XF023,Midland,Fashion accessories,$66,1,17-11-2021,14:08:00,Ewallet,9,0.48
1133,XF073,Seguin,Home and lifestyle,$66,2,13-06-2023,20:28:00,Ewallet,5,0.33
1134,XF046,Temple,Fashion accessories,$20,2,25-01-2022,17:38:00,Ewallet,6,0.48
1135,XF042,Bryan,Home and lifestyle,$63,3,03-05-2020,11:55:00,Ewallet,9,0.48
1136,XF023,Midland,Fashion accessories,$71,3,19-01-2021,12:18:00,Ewallet,8,0.48
1137,XF074,Weslaco,Home and lifestyle,$42,1,09-10-2021,10:26:00,Cash,9,0.33
1138,XF097,Alice,Fashion accessories,$22,2,06-07-2023,06:11:00,Ewallet,9,0.18
1139,XF087,Waxahachie,Home and lifestyle,$66,1,07-07-2022,22:04:00,Ewallet,7,0.33
1140,XF091,Little Elm,Fashion accessories,$28,2,05-11-2021,11:18:00,Ewallet,4,0.33
1141,XF082,Weslaco,Home and lifestyle,$27,3,27-06-2020,18:28:00,Cash,5,0.33
1142,XF068,Burleson,Fashion accessories,$78,3,03-12-2022,09:50:00,Ewallet,7,0.33
1143,XF009,Plano,Home and lifestyle,$58,3,01-12-2022,22:30:00,Ewallet,4,0.48
1144,XF092,Lake Jackson,Fashion accessories,$29,2,19-01-2022,18:33:00,Ewallet,6,0.33
1145,XF047,Flower Mound,Home and lifestyle,$43,1,07-02-2022,12:46:00,Ewallet,6,0.48
1146,XF040,Edinburg,Fashion accessories,$61,1,22-07-2020,18:58:00,Ewallet,6,0.48
1147,XF065,Texas City,Home and lifestyle,$78,1,13-01-2020,21:07:00,Ewallet,5,0.33
1148,XF064,Bedford,Fashion accessories,$57,3,18-01-2022,10:56:00,Ewallet,9,0.33
1149,XF046,Temple,Home and lifestyle,$77,2,03-05-2022,16:38:00,Ewallet,9,0.48
1150,XF046,Temple,Fashion accessories,$67,3,23-07-2022,09:42:00,Ewallet,9,0.48
1151,XF012,Garland,Home and lifestyle,$84,3,30-03-2022,09:20:00,Ewallet,8,0.48
1152,XF051,New Braunfels,Fashion accessories,$47,1,01-10-2021,19:15:00,Ewallet,6,0.48
1153,XF003,San Antonio,Home and lifestyle,$72,3,07-01-2020,09:37:00,Ewallet,7,0.36
1154,XF052,Mansfield,Fashion accessories,$15,1,24-11-2020,16:40:00,Ewallet,4,0.57
1155,XF005,Fort Worth,Home and lifestyle,$63,3,23-06-2021,12:57:00,Ewallet,7,0.48
1156,XF059,Pflugerville,Fashion accessories,$45,2,21-08-2023,16:05:00,Ewallet,4,0.33
1157,XF043,Baytown,Home and lifestyle,$81,3,15-02-2022,07:23:00,Ewallet,7,0.48
