invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,Total_Amount
2245,XF022,Mesquite,Home and lifestyle,41.0,3.0,31-07-2021,13:13:00,Ewallet,6.0,0.48,123.0
2246,XF008,Corpus Christi,Fashion accessories,59.0,1.0,02-12-2020,21:19:00,Ewallet,5.0,0.48,59.0
2247,XF094,Alamo,Home and lifestyle,80.0,3.0,26-10-2023,17:46:00,Ewallet,9.0,0.33,240.0
2248,XF021,McAllen,Fashion accessories,51.0,3.0,28-07-2020,06:48:00,Ewallet,6.0,0.48,153.0
2249,XF066,Grapevine,Home and lifestyle,34.0,3.0,12-01-2020,07:36:00,Ewallet,7.0,0.33,102.0
2250,XF081,Friendswood,Fashion accessories,54.0,1.0,02-10-2022,07:17:00,Ewallet,9.0,0.33,54.0
2251,XF096,Eagle Pass,Home and lifestyle,56.0,2.0,11-11-2023,15:21:00,Ewallet,4.0,0.33,112.0
2252,XF090,Brownwood,Fashion accessories,80.0,3.0,06-11-2023,21:16:00,Ewallet,9.0,0.33,240.0
2253,XF067,Haltom City,Home and lifestyle,19.0,2.0,27-05-2022,11:36:00,Ewallet,5.0,0.33,38.0
2254,XF058,Port Arthur,Fashion accessories,19.0,2.0,08-02-2020,16:35:00,Ewallet,5.0,0.33,38.0
2255,XF010,Laredo,Home and lifestyle,31.0,3.0,12-02-2021,14:43:00,Ewallet,5.0,0.48,93.0
2256,XF024,Carrollton,Fashion accessories,73.0,3.0,01-11-2022,11:42:00,Ewallet,7.0,0.48,219.0
2257,XF005,Fort Worth,Home and lifestyle,63.0,3.0,15-11-2020,11:10:00,Ewallet,4.0,0.48,189.0
2258,XF049,North Richland Hills,Fashion accessories,35.0,2.0,16-04-2020,09:36:00,Ewallet,6.0,0.48,70.0
2259,XF018,Frisco,Home and lifestyle,56.0,2.0,29-11-2022,16:17:00,Ewallet,7.0,0.48,112.0
2260,XF051,New Braunfels,Fashion accessories,29.0,3.0,23-06-2021,12:33:00,Ewallet,4.0,0.48,87.0
2261,XF088,Cleburne,Home and lifestyle,38.0,1.0,22-10-2020,20:47:00,Ewallet,6.0,0.33,38.0
2262,XF100,Canyon,Fashion accessories,44.0,1.0,19-10-2022,13:44:00,Ewallet,9.0,0.18,44.0
2263,XF080,Nacogdoches,Home and lifestyle,73.0,3.0,14-01-2022,17:56:00,Ewallet,4.0,0.33,219.0
2264,XF049,North Richland Hills,Fashion accessories,33.0,1.0,02-01-2020,15:06:00,Ewallet,8.0,0.48,33.0
2265,XF047,Flower Mound,Home and lifestyle,54.0,1.0,03-12-2023,21:16:00,Ewallet,8.0,0.48,54.0
2266,XF085,Kerrville,Fashion accessories,24.0,1.0,14-01-2021,22:33:00,Ewallet,4.0,0.33,24.0
2267,XF070,Hurst,Home and lifestyle,31.0,3.0,01-01-2021,14:37:00,Ewallet,9.0,0.33,93.0
2268,XF015,Grand Prairie,Fashion accessories,76.0,2.0,03-10-2023,19:21:00,Ewallet,6.0,0.48,152.0
2269,XF015,Grand Prairie,Home and lifestyle,23.0,1.0,10-10-2021,22:51:00,Ewallet,4.0,0.48,23.0
2270,XF044,Pharr,Fashion accessories,27.0,2.0,04-09-2021,20:34:00,Ewallet,9.0,0.48,54.0
2271,XF043,Baytown,Home and lifestyle,46.0,2.0,02-06-2020,10:23:00,Ewallet,7.0,0.48,92.0
2272,XF044,Pharr,Fashion accessories,51.0,1.0,16-10-2021,13:11:00,Ewallet,6.0,0.48,51.0
2273,XF078,Del Rio,Home and lifestyle,70.0,3.0,13-02-2023,21:50:00,Ewallet,4.0,0.33,210.0
2274,XF019,Pasadena,Fashion accessories,49.0,3.0,18-11-2022,06:39:00,Ewallet,4.0,0.48,147.0
2275,XF010,Laredo,Home and lifestyle,72.0,1.0,01-01-2023,08:17:00,Ewallet,6.0,0.48,72.0
2276,XF019,Pasadena,Fashion accessories,18.0,1.0,05-12-2020,14:45:00,Ewallet,9.0,0.48,18.0
2277,XF081,Friendswood,Home and lifestyle,44.0,3.0,18-09-2020,16:18:00,Ewallet,4.0,0.33,132.0
2278,XF012,Garland,Fashion accessories,75.0,3.0,08-05-2021,12:45:00,Ewallet,4.0,0.48,225.0
2279,XF090,Brownwood,Home and lifestyle,55.0,3.0,11-12-2020,11:34:00,Ewallet,6.0,0.33,165.0
2280,XF062,Galveston,Fashion accessories,82.0,2.0,22-08-2021,12:26:00,Ewallet,4.0,0.33,164.0
2281,XF078,Del Rio,Home and lifestyle,70.0,3.0,16-10-2020,18:30:00,Ewallet,4.0,0.33,210.0
2282,XF069,Rockwall,Fashion accessories,65.0,2.0,27-07-2020,22:38:00,Ewallet,6.0,0.33,130.0
2283,XF051,New Braunfels,Home and lifestyle,72.0,2.0,07-04-2023,18:52:00,Ewallet,7.0,0.48,144.0
2284,XF026,Denton,Fashion accessories,28.0,3.0,21-08-2021,09:54:00,Ewallet,9.0,0.48,84.0
2285,XF016,Brownsville,Home and lifestyle,26.0,3.0,05-07-2021,11:52:00,Ewallet,6.0,0.48,78.0
2286,XF066,Grapevine,Fashion accessories,85.0,2.0,31-03-2023,17:25:00,Ewallet,4.0,0.33,170.0
2287,XF067,Haltom City,Home and lifestyle,46.0,1.0,20-01-2021,08:45:00,Ewallet,9.0,0.33,46.0
2288,XF008,Corpus Christi,Fashion accessories,66.0,1.0,05-03-2021,13:51:00,Ewallet,9.0,0.48,66.0
2289,XF067,Haltom City,Home and lifestyle,72.0,2.0,23-01-2020,10:48:00,Ewallet,6.0,0.33,144.0
2290,XF062,Galveston,Fashion accessories,74.0,3.0,06-08-2021,19:52:00,Ewallet,8.0,0.33,222.0
2291,XF097,Alice,Home and lifestyle,22.0,1.0,13-03-2020,06:08:00,Ewallet,6.0,0.18,22.0
2292,XF036,Allen,Fashion accessories,22.0,3.0,07-10-2021,17:48:00,Ewallet,7.0,0.48,66.0
2293,XF100,Canyon,Home and lifestyle,67.0,1.0,15-02-2023,17:46:00,Ewallet,8.0,0.18,67.0
2294,XF060,DeSoto,Fashion accessories,73.0,1.0,04-03-2023,20:02:00,Ewallet,4.0,0.33,73.0
2295,XF095,Big Spring,Home and lifestyle,39.0,2.0,18-12-2022,11:03:00,Ewallet,5.0,0.33,78.0
2296,XF060,DeSoto,Fashion accessories,47.0,1.0,19-12-2021,08:16:00,Ewallet,7.0,0.33,47.0
2297,XF057,Euless,Home and lifestyle,82.0,1.0,21-08-2022,12:44:00,Ewallet,5.0,0.33,82.0
2298,XF048,Harlingen,Fashion accessories,72.0,1.0,01-08-2022,15:55:00,Ewallet,5.0,0.48,72.0
2299,XF091,Little Elm,Home and lifestyle,33.0,3.0,03-01-2023,08:14:00,Ewallet,4.0,0.33,99.0
2300,XF045,Missouri City,Fashion accessories,58.0,2.0,09-04-2021,15:35:00,Credit card,4.0,0.48,116.0
2301,XF085,Kerrville,Home and lifestyle,72.0,3.0,31-10-2021,19:31:00,Ewallet,7.0,0.33,216.0
2302,XF090,Brownwood,Fashion accessories,84.0,1.0,16-11-2023,22:38:00,Ewallet,7.0,0.33,84.0
2303,XF093,Angleton,Home and lifestyle,56.0,2.0,02-11-2022,18:14:00,Ewallet,5.0,0.33,112.0
2304,XF010,Laredo,Fashion accessories,31.0,1.0,08-05-2023,13:33:00,Ewallet,7.0,0.48,31.0
2305,XF024,Carrollton,Home and lifestyle,18.0,3.0,31-12-2022,08:05:00,Ewallet,9.0,0.48,54.0
2306,XF036,Allen,Fashion accessories,22.0,1.0,21-02-2020,07:52:00,Ewallet,4.0,0.48,22.0
2307,XF012,Garland,Home and lifestyle,21.0,3.0,28-03-2021,12:29:00,Ewallet,6.0,0.48,63.0
2308,XF085,Kerrville,Fashion accessories,80.0,3.0,13-04-2020,13:49:00,Ewallet,9.0,0.33,240.0
2309,XF011,Lubbock,Home and lifestyle,23.0,3.0,21-12-2020,16:05:00,Ewallet,6.0,0.48,69.0
2310,XF028,Odessa,Fashion accessories,69.0,1.0,26-03-2020,20:24:00,Ewallet,9.0,0.48,69.0
2311,XF016,Brownsville,Home and lifestyle,47.0,1.0,20-03-2023,22:10:00,Ewallet,7.0,0.48,47.0
2312,XF033,Pearland,Fashion accessories,81.0,3.0,01-05-2021,08:05:00,Ewallet,4.0,0.48,243.0
2313,XF004,Austin,Home and lifestyle,61.0,3.0,17-05-2021,12:30:00,Ewallet,4.0,0.48,183.0
2314,XF063,Georgetown,Fashion accessories,27.0,2.0,16-12-2023,07:04:00,Ewallet,5.0,0.33,54.0
2315,XF095,Big Spring,Home and lifestyle,63.0,2.0,30-05-2021,08:54:00,Ewallet,7.0,0.33,126.0
2316,XF053,Conroe,Fashion accessories,26.0,1.0,04-11-2022,13:07:00,Ewallet,6.0,0.57,26.0
2317,XF044,Pharr,Home and lifestyle,33.0,3.0,04-03-2021,12:41:00,Ewallet,4.0,0.48,99.0
2318,XF028,Odessa,Fashion accessories,34.0,3.0,25-03-2023,14:36:00,Ewallet,4.0,0.48,102.0
2319,XF077,Coppell,Home and lifestyle,29.0,3.0,01-05-2021,19:38:00,Ewallet,4.0,0.33,87.0
2320,XF076,Huntsville,Fashion accessories,58.0,1.0,03-01-2023,06:54:00,Ewallet,5.0,0.33,58.0
2321,XF096,Eagle Pass,Home and lifestyle,69.0,2.0,27-06-2022,22:02:00,Ewallet,7.0,0.33,138.0
2322,XF052,Mansfield,Fashion accessories,54.0,2.0,19-12-2023,17:16:00,Ewallet,5.0,0.57,108.0
2323,XF100,Canyon,Home and lifestyle,81.0,2.0,28-10-2023,07:43:00,Ewallet,8.0,0.18,162.0
2324,XF096,Eagle Pass,Fashion accessories,64.0,1.0,15-12-2021,14:14:00,Ewallet,8.0,0.18,64.0
2325,XF080,Nacogdoches,Home and lifestyle,29.0,2.0,08-02-2023,07:32:00,Ewallet,9.0,0.33,58.0
2326,XF024,Carrollton,Fashion accessories,53.0,1.0,24-02-2021,21:46:00,Ewallet,9.0,0.48,53.0
2327,XF085,Kerrville,Home and lifestyle,54.0,2.0,18-12-2020,08:48:00,Ewallet,8.0,0.33,108.0
2328,XF004,Austin,Fashion accessories,17.0,1.0,27-08-2021,07:46:00,Ewallet,8.0,0.48,17.0
2329,XF100,Canyon,Home and lifestyle,82.0,1.0,23-09-2021,18:38:00,Ewallet,6.0,0.18,82.0
2330,XF049,North Richland Hills,Fashion accessories,74.0,3.0,15-11-2022,06:33:00,Ewallet,4.0,0.48,222.0
2331,XF100,Canyon,Home and lifestyle,49.0,1.0,01-06-2022,07:38:00,Ewallet,5.0,0.18,49.0
2332,XF080,Nacogdoches,Fashion accessories,19.0,3.0,10-01-2023,09:15:00,Ewallet,8.0,0.33,57.0
2333,XF039,Longview,Home and lifestyle,21.0,2.0,01-03-2023,10:51:00,Ewallet,7.0,0.48,42.0
2334,XF091,Little Elm,Fashion accessories,53.0,2.0,03-04-2023,18:56:00,Ewallet,7.0,0.33,106.0
2335,XF018,Frisco,Home and lifestyle,17.0,3.0,17-01-2022,08:41:00,Ewallet,7.0,0.48,51.0
2336,XF091,Little Elm,Fashion accessories,41.0,3.0,12-04-2020,08:54:00,Ewallet,5.0,0.33,123.0
2337,XF005,Fort Worth,Home and lifestyle,66.0,3.0,05-10-2022,18:51:00,Ewallet,8.0,0.48,198.0
2338,XF064,Bedford,Fashion accessories,45.0,2.0,01-12-2022,19:05:00,Ewallet,8.0,0.33,90.0
2339,XF078,Del Rio,Home and lifestyle,23.0,1.0,02-09-2022,14:10:00,Ewallet,7.0,0.33,23.0
2340,XF091,Little Elm,Fashion accessories,48.0,1.0,29-11-2022,11:17:00,Ewallet,6.0,0.33,48.0
2341,XF072,Lancaster,Home and lifestyle,73.0,3.0,27-01-2023,18:19:00,Ewallet,5.0,0.33,219.0
2342,XF001,Houston,Fashion accessories,22.0,2.0,23-12-2021,22:04:00,Ewallet,9.0,0.36,44.0
2343,XF096,Eagle Pass,Home and lifestyle,25.0,1.0,13-09-2020,15:23:00,Ewallet,4.0,0.33,25.0
2344,XF060,DeSoto,Fashion accessories,27.0,2.0,30-12-2020,13:21:00,Ewallet,9.0,0.33,54.0
2345,XF041,Mission,Home and lifestyle,52.0,2.0,14-03-2020,08:32:00,Ewallet,8.0,0.48,104.0
2346,XF014,Amarillo,Fashion accessories,44.0,3.0,30-03-2022,21:27:00,Ewallet,5.0,0.48,132.0
2347,XF043,Baytown,Home and lifestyle,55.0,1.0,23-04-2022,14:39:00,Ewallet,6.0,0.48,55.0
2348,XF027,Abilene,Fashion accessories,23.0,2.0,14-01-2022,12:18:00,Ewallet,6.0,0.48,46.0
2349,XF007,Arlington,Home and lifestyle,82.0,1.0,31-07-2022,19:43:00,Ewallet,9.0,0.48,82.0
2350,XF028,Odessa,Fashion accessories,44.0,3.0,26-02-2022,13:32:00,Ewallet,9.0,0.48,132.0
2351,XF043,Baytown,Home and lifestyle,77.0,1.0,08-01-2022,21:40:00,Ewallet,7.0,0.48,77.0
2352,XF026,Denton,Fashion accessories,43.0,1.0,28-10-2023,08:29:00,Ewallet,5.0,0.48,43.0
2353,XF008,Corpus Christi,Home and lifestyle,83.0,2.0,24-04-2020,13:15:00,Ewallet,9.0,0.48,166.0
2354,XF080,Nacogdoches,Fashion accessories,77.0,3.0,14-05-2022,13:41:00,Ewallet,9.0,0.33,231.0
2355,XF008,Corpus Christi,Home and lifestyle,63.0,3.0,19-06-2023,12:10:00,Ewallet,7.0,0.48,189.0
2356,XF093,Angleton,Fashion accessories,83.0,1.0,18-01-2022,07:52:00,Ewallet,7.0,0.33,83.0
2357,XF019,Pasadena,Home and lifestyle,43.0,1.0,03-04-2021,20:52:00,Ewallet,6.0,0.48,43.0
2358,XF057,Euless,Fashion accessories,30.0,1.0,31-05-2021,12:06:00,Ewallet,4.0,0.33,30.0
2359,XF027,Abilene,Home and lifestyle,67.0,3.0,11-12-2023,18:55:00,Ewallet,4.0,0.48,201.0
2360,XF036,Allen,Fashion accessories,68.0,2.0,06-02-2020,20:23:00,Ewallet,7.0,0.48,136.0
2361,XF076,Huntsville,Home and lifestyle,23.0,2.0,23-10-2020,21:52:00,Ewallet,9.0,0.33,46.0
2362,XF011,Lubbock,Fashion accessories,23.0,3.0,25-08-2022,16:21:00,Ewallet,7.0,0.48,69.0
2363,XF040,Edinburg,Home and lifestyle,25.0,1.0,18-04-2023,10:06:00,Ewallet,4.0,0.48,25.0
2364,XF007,Arlington,Fashion accessories,26.0,3.0,28-02-2022,18:46:00,Ewallet,9.0,0.48,78.0
2365,XF005,Fort Worth,Home and lifestyle,73.0,1.0,12-05-2021,20:24:00,Ewallet,9.0,0.48,73.0
2366,XF044,Pharr,Fashion accessories,23.0,2.0,02-07-2021,16:48:00,Ewallet,8.0,0.48,46.0
2367,XF021,McAllen,Home and lifestyle,82.0,3.0,23-02-2021,09:33:00,Ewallet,4.0,0.48,246.0
2368,XF063,Georgetown,Fashion accessories,34.0,1.0,06-09-2022,18:09:00,Ewallet,9.0,0.33,34.0
2369,XF076,Huntsville,Home and lifestyle,53.0,1.0,30-08-2023,15:39:00,Ewallet,7.0,0.33,53.0
2370,XF020,Killeen,Fashion accessories,40.0,3.0,07-06-2020,21:25:00,Ewallet,5.0,0.48,120.0
2371,XF005,Fort Worth,Home and lifestyle,57.0,1.0,28-06-2023,12:39:00,Ewallet,7.0,0.48,57.0
2372,XF019,Pasadena,Fashion accessories,23.0,2.0,11-05-2023,21:18:00,Ewallet,5.0,0.48,46.0
2373,XF051,New Braunfels,Home and lifestyle,36.0,2.0,17-07-2020,13:25:00,Ewallet,9.0,0.48,72.0
2374,XF023,Midland,Fashion accessories,41.0,2.0,14-05-2022,18:09:00,Ewallet,6.0,0.48,82.0
2375,XF006,El Paso,Home and lifestyle,26.0,1.0,01-12-2022,11:06:00,Ewallet,5.0,0.48,26.0
2376,XF002,Dallas,Fashion accessories,57.0,1.0,14-06-2022,18:12:00,Ewallet,4.0,0.36,57.0
2377,XF081,Friendswood,Home and lifestyle,38.0,2.0,19-04-2021,17:04:00,Ewallet,9.0,0.33,76.0
2378,XF070,Hurst,Fashion accessories,44.0,1.0,26-05-2020,14:53:00,Ewallet,4.0,0.33,44.0
2379,XF006,El Paso,Home and lifestyle,54.0,1.0,29-11-2023,15:53:00,Ewallet,7.0,0.48,54.0
2380,XF033,Pearland,Fashion accessories,46.0,1.0,19-09-2020,07:12:00,Ewallet,5.0,0.48,46.0
2381,XF079,La Porte,Home and lifestyle,54.0,1.0,13-01-2022,09:36:00,Ewallet,4.0,0.33,54.0
2382,XF007,Arlington,Fashion accessories,24.0,1.0,08-12-2020,16:56:00,Ewallet,6.0,0.48,24.0
2383,XF059,Pflugerville,Home and lifestyle,53.0,2.0,26-04-2022,16:40:00,Ewallet,9.0,0.33,106.0
2384,XF010,Laredo,Fashion accessories,64.0,3.0,13-08-2020,12:57:00,Ewallet,9.0,0.48,192.0
2385,XF098,Mineral Wells,Home and lifestyle,75.0,1.0,14-02-2022,11:20:00,Ewallet,6.0,0.18,75.0
2386,XF079,La Porte,Fashion accessories,43.0,3.0,25-04-2023,08:01:00,Ewallet,9.0,0.33,129.0
2387,XF052,Mansfield,Home and lifestyle,68.0,3.0,06-03-2021,11:24:00,Ewallet,9.0,0.57,204.0
2388,XF052,Mansfield,Fashion accessories,80.0,1.0,25-04-2021,06:33:00,Ewallet,4.0,0.57,80.0
2389,XF088,Cleburne,Home and lifestyle,17.0,3.0,05-03-2021,08:12:00,Ewallet,9.0,0.33,51.0
2390,XF070,Hurst,Fashion accessories,29.0,1.0,14-05-2023,09:17:00,Ewallet,5.0,0.33,29.0
2391,XF071,Lufkin,Home and lifestyle,45.0,1.0,28-07-2022,14:41:00,Ewallet,8.0,0.33,45.0
2392,XF052,Mansfield,Fashion accessories,67.0,1.0,26-11-2020,09:08:00,Ewallet,7.0,0.57,67.0
2393,XF066,Grapevine,Home and lifestyle,62.0,3.0,23-06-2021,15:46:00,Ewallet,8.0,0.33,186.0
2394,XF036,Allen,Fashion accessories,26.0,2.0,03-01-2022,07:23:00,Ewallet,8.0,0.48,52.0
2395,XF031,Lewisville,Home and lifestyle,28.0,3.0,22-04-2022,13:05:00,Ewallet,7.0,0.48,84.0
2396,XF052,Mansfield,Fashion accessories,84.0,1.0,19-12-2021,11:11:00,Ewallet,7.0,0.57,84.0
2397,XF100,Canyon,Home and lifestyle,36.0,1.0,16-08-2021,18:00:00,Ewallet,6.0,0.18,36.0
2398,XF078,Del Rio,Fashion accessories,57.0,1.0,09-05-2021,14:47:00,Ewallet,4.0,0.33,57.0
2399,XF013,Irving,Home and lifestyle,49.0,3.0,02-03-2020,17:31:00,Ewallet,6.0,0.48,147.0
2400,XF020,Killeen,Fashion accessories,61.0,1.0,17-01-2020,08:49:00,Ewallet,4.0,0.48,61.0
2401,XF071,Lufkin,Home and lifestyle,65.0,1.0,22-09-2022,13:45:00,Ewallet,6.0,0.33,65.0
2402,XF060,DeSoto,Fashion accessories,73.0,3.0,20-10-2023,07:40:00,Ewallet,7.0,0.33,219.0
2403,XF047,Flower Mound,Home and lifestyle,38.0,1.0,05-12-2023,10:47:00,Ewallet,9.0,0.48,38.0
2404,XF092,Lake Jackson,Fashion accessories,85.0,2.0,02-12-2021,07:09:00,Ewallet,5.0,0.33,170.0
2405,XF098,Mineral Wells,Home and lifestyle,74.0,3.0,07-01-2021,14:53:00,Ewallet,5.0,0.18,222.0
2406,XF013,Irving,Fashion accessories,16.0,1.0,14-11-2020,12:08:00,Ewallet,6.0,0.48,16.0
2407,XF023,Midland,Home and lifestyle,17.0,2.0,02-06-2021,20:13:00,Ewallet,4.0,0.48,34.0
2408,XF004,Austin,Fashion accessories,33.0,2.0,04-04-2021,07:10:00,Ewallet,8.0,0.48,66.0
2409,XF077,Coppell,Home and lifestyle,47.0,1.0,22-04-2023,14:21:00,Ewallet,6.0,0.33,47.0
2410,XF047,Flower Mound,Fashion accessories,29.0,3.0,29-05-2022,19:46:00,Ewallet,5.0,0.48,87.0
2411,XF080,Nacogdoches,Home and lifestyle,68.0,1.0,26-07-2021,20:15:00,Ewallet,6.0,0.33,68.0
2412,XF013,Irving,Fashion accessories,32.0,3.0,26-05-2023,08:57:00,Ewallet,5.0,0.48,96.0
2413,XF037,League City,Home and lifestyle,38.0,3.0,22-04-2021,15:36:00,Ewallet,9.0,0.48,114.0
2414,XF095,Big Spring,Fashion accessories,82.0,3.0,02-06-2023,14:47:00,Ewallet,5.0,0.33,246.0
2415,XF028,Odessa,Home and lifestyle,15.0,1.0,21-01-2022,18:59:00,Ewallet,4.0,0.48,15.0
2416,XF014,Amarillo,Fashion accessories,28.0,3.0,27-06-2022,11:04:00,Ewallet,8.0,0.48,84.0
2417,XF022,Mesquite,Home and lifestyle,70.0,2.0,27-09-2022,21:21:00,Ewallet,9.0,0.48,140.0
2418,XF027,Abilene,Fashion accessories,71.0,3.0,20-05-2023,18:31:00,Ewallet,8.0,0.48,213.0
2419,XF064,Bedford,Home and lifestyle,82.0,2.0,08-07-2021,08:39:00,Ewallet,4.0,0.33,164.0
2420,XF052,Mansfield,Fashion accessories,75.0,3.0,16-02-2021,22:00:00,Ewallet,6.0,0.57,225.0
2421,XF083,Farmers Branch,Home and lifestyle,71.0,3.0,19-02-2020,09:03:00,Ewallet,8.0,0.33,213.0
2422,XF088,Cleburne,Fashion accessories,35.0,1.0,28-01-2023,17:43:00,Ewallet,8.0,0.33,35.0
2423,XF077,Coppell,Home and lifestyle,22.0,2.0,24-10-2022,11:52:00,Ewallet,6.0,0.33,44.0
2424,XF062,Galveston,Fashion accessories,70.0,1.0,20-01-2023,09:02:00,Ewallet,4.0,0.33,70.0
2425,XF010,Laredo,Home and lifestyle,62.0,2.0,20-08-2023,14:19:00,Ewallet,8.0,0.48,124.0
2426,XF085,Kerrville,Fashion accessories,18.0,1.0,09-07-2021,13:17:00,Ewallet,8.0,0.33,18.0
2427,XF027,Abilene,Home and lifestyle,27.0,2.0,30-05-2022,18:27:00,Ewallet,9.0,0.48,54.0
2428,XF034,College Station,Fashion accessories,82.0,1.0,07-09-2022,22:43:00,Ewallet,4.0,0.48,82.0
2429,XF015,Grand Prairie,Home and lifestyle,77.0,2.0,13-05-2023,22:55:00,Ewallet,9.0,0.48,154.0
2430,XF028,Odessa,Fashion accessories,31.0,2.0,14-03-2020,19:28:00,Ewallet,4.0,0.48,62.0
2431,XF017,McKinney,Home and lifestyle,84.0,2.0,18-05-2023,14:47:00,Ewallet,9.0,0.48,168.0
2432,XF052,Mansfield,Fashion accessories,39.0,2.0,15-04-2020,10:50:00,Ewallet,9.0,0.57,78.0
2433,XF083,Farmers Branch,Home and lifestyle,64.0,1.0,16-08-2023,22:47:00,Ewallet,5.0,0.33,64.0
2434,XF096,Eagle Pass,Fashion accessories,65.0,3.0,29-05-2023,11:54:00,Ewallet,4.0,0.18,195.0
2435,XF036,Allen,Home and lifestyle,73.0,1.0,05-09-2023,07:07:00,Ewallet,4.0,0.48,73.0
2436,XF064,Bedford,Fashion accessories,17.0,1.0,12-04-2022,11:53:00,Ewallet,4.0,0.33,17.0
2437,XF039,Longview,Home and lifestyle,37.0,1.0,01-10-2023,11:43:00,Ewallet,8.0,0.48,37.0
2438,XF097,Alice,Fashion accessories,65.0,3.0,18-04-2021,10:57:00,Ewallet,9.0,0.18,195.0
2439,XF047,Flower Mound,Home and lifestyle,67.0,2.0,24-04-2023,20:46:00,Ewallet,5.0,0.48,134.0
2440,XF036,Allen,Fashion accessories,21.0,2.0,10-03-2023,19:48:00,Ewallet,5.0,0.48,42.0
2441,XF071,Lufkin,Home and lifestyle,25.0,1.0,08-10-2022,16:27:00,Ewallet,9.0,0.33,25.0
2442,XF039,Longview,Fashion accessories,17.0,3.0,01-08-2021,12:00:00,Ewallet,7.0,0.48,51.0
2443,XF022,Mesquite,Home and lifestyle,81.0,1.0,11-10-2020,08:20:00,Ewallet,8.0,0.48,81.0
2444,XF005,Fort Worth,Fashion accessories,62.0,2.0,07-05-2021,08:21:00,Ewallet,9.0,0.48,124.0
2445,XF027,Abilene,Home and lifestyle,68.0,2.0,14-10-2023,10:33:00,Ewallet,8.0,0.48,136.0
2446,XF009,Plano,Fashion accessories,31.0,2.0,26-07-2021,12:39:00,Ewallet,5.0,0.48,62.0
2447,XF057,Euless,Home and lifestyle,38.0,1.0,10-10-2021,11:41:00,Ewallet,4.0,0.33,38.0
2448,XF027,Abilene,Fashion accessories,77.0,3.0,13-05-2023,12:08:00,Ewallet,4.0,0.48,231.0
2449,XF021,McAllen,Home and lifestyle,27.0,3.0,03-02-2023,08:29:00,Ewallet,9.0,0.48,81.0
2450,XF013,Irving,Fashion accessories,72.0,2.0,19-02-2022,08:43:00,Ewallet,4.0,0.48,144.0
2451,XF097,Alice,Home and lifestyle,39.0,2.0,08-04-2021,20:44:00,Ewallet,6.0,0.18,78.0
2452,XF013,Irving,Fashion accessories,68.0,1.0,27-07-2020,22:20:00,Ewallet,8.0,0.48,68.0
2453,XF041,Mission,Home and lifestyle,30.0,2.0,28-09-2020,12:13:00,Ewallet,6.0,0.48,60.0
2454,XF009,Plano,Fashion accessories,83.0,2.0,20-07-2023,13:39:00,Ewallet,4.0,0.48,166.0
2455,XF078,Del Rio,Home and lifestyle,17.0,1.0,15-10-2020,08:55:00,Ewallet,5.0,0.33,17.0
2456,XF088,Cleburne,Fashion accessories,80.0,1.0,13-10-2020,17:10:00,Ewallet,9.0,0.33,80.0
2457,XF049,North Richland Hills,Home and lifestyle,35.0,1.0,08-04-2022,15:39:00,Ewallet,4.0,0.48,35.0
2458,XF016,Brownsville,Fashion accessories,17.0,2.0,17-10-2021,18:30:00,Ewallet,8.0,0.48,34.0
2459,XF049,North Richland Hills,Home and lifestyle,46.0,1.0,16-07-2023,20:29:00,Ewallet,6.0,0.48,46.0
2460,XF068,Burleson,Fashion accessories,46.0,2.0,13-01-2020,22:58:00,Ewallet,7.0,0.33,92.0
2461,XF034,College Station,Home and lifestyle,71.0,1.0,28-07-2021,22:28:00,Ewallet,7.0,0.48,71.0
2462,XF094,Alamo,Fashion accessories,29.0,2.0,09-07-2022,18:51:00,Ewallet,6.0,0.33,58.0
2463,XF011,Lubbock,Home and lifestyle,59.0,3.0,29-11-2020,20:23:00,Ewallet,4.0,0.48,177.0
2464,XF076,Huntsville,Fashion accessories,36.0,1.0,10-06-2020,07:13:00,Ewallet,9.0,0.33,36.0
2465,XF009,Plano,Home and lifestyle,63.0,2.0,02-09-2022,21:54:00,Ewallet,4.0,0.48,126.0
2466,XF009,Plano,Fashion accessories,78.0,2.0,02-02-2022,13:15:00,Ewallet,4.0,0.48,156.0
2467,XF098,Mineral Wells,Home and lifestyle,44.0,2.0,27-07-2020,14:21:00,Ewallet,9.0,0.18,88.0
2468,XF017,McKinney,Fashion accessories,74.0,1.0,19-03-2023,16:10:00,Ewallet,6.0,0.48,74.0
2469,XF019,Pasadena,Home and lifestyle,70.0,1.0,30-05-2021,06:34:00,Ewallet,5.0,0.48,70.0
2470,XF063,Georgetown,Fashion accessories,36.0,1.0,20-04-2022,13:14:00,Ewallet,5.0,0.33,36.0
2471,XF007,Arlington,Home and lifestyle,84.0,1.0,21-06-2022,17:06:00,Ewallet,8.0,0.48,84.0
2472,XF062,Galveston,Fashion accessories,75.0,3.0,24-03-2020,22:16:00,Ewallet,5.0,0.33,225.0
2473,XF070,Hurst,Home and lifestyle,20.0,1.0,29-04-2021,14:02:00,Ewallet,4.0,0.33,20.0
2474,XF037,League City,Fashion accessories,51.0,1.0,09-12-2022,13:03:00,Ewallet,6.0,0.48,51.0
2475,XF001,Houston,Home and lifestyle,84.0,3.0,14-11-2023,22:26:00,Ewallet,8.0,0.36,252.0
2476,XF047,Flower Mound,Fashion accessories,25.0,2.0,02-02-2022,06:14:00,Ewallet,9.0,0.48,50.0
